month,city_id,g,cohort,city_fe,tau_mult,month_fe,eps,event_time,D,tau_true,lgmv
35,3,13,g13,-0.0307935839786527,0.987879704779261,0.325,-0.00314680379937477,22,1,0.177818346860267,8.46887795908224
36,3,13,g13,-0.0307935839786527,0.987879704779261,0.36,0.0157287331886913,23,1,0.181769865679384,8.52670501488942
1,4,13,g13,0.023071327746467,0.804979262894237,0.035,-0.0524866803553392,-12,0,0,8.00558464739113
2,4,13,g13,0.023071327746467,0.804979262894237,0.0633012701892219,-0.0371486869066997,-11,0,0,8.04922391102899
3,4,13,g13,0.023071327746467,0.804979262894237,0.08,0.0160778127233208,-10,0,0,8.11914914046979
4,4,13,g13,0.023071327746467,0.804979262894237,0.083301270189222,0.00691423661192618,-9,0,0,8.11328683454762
5,4,13,g13,0.023071327746467,0.804979262894237,0.075,-0.0587840310985658,-8,0,0,8.0392872966479
6,4,13,g13,0.023071327746467,0.804979262894237,0.06,-0.0119958422498853,-7,0,0,8.07107548549658
7,4,13,g13,0.023071327746467,0.804979262894237,0.045,-0.0606833748745583,-6,0,0,8.00738795287191
8,4,13,g13,0.023071327746467,0.804979262894237,0.0366987298107781,-0.0257605147378037,-5,0,0,8.03400954281944
9,4,13,g13,0.023071327746467,0.804979262894237,0.04,-0.0130134963873918,-4,0,0,8.05005783135907
10,4,13,g13,0.023071327746467,0.804979262894237,0.0566987298107781,0.0367071808854211,-3,0,0,8.11647723844266
11,4,13,g13,0.023071327746467,0.804979262894237,0.085,-0.0176827247072865,-2,0,0,8.09038860303918
12,4,13,g13,0.023071327746467,0.804979262894237,0.12,0.0180923710312566,-1,0,0,8.16116369877772
13,4,13,g13,0.023071327746467,0.804979262894237,0.155,0.0350398048169938,0,1,0.0120746889434136,8.22518582150687
14,4,13,g13,0.023071327746467,0.804979262894237,0.183301270189222,0.0314078721611815,1,1,0.0128796682063078,8.25066013830318
15,4,13,g13,0.023071327746467,0.804979262894237,0.2,0.0647519424684547,2,1,0.013684647469202,8.30150791768412
16,4,13,g13,0.023071327746467,0.804979262894237,0.203301270189222,0.0578169614652434,3,1,0.0144896267320963,8.29867918613303
17,4,13,g13,0.023071327746467,0.804979262894237,0.195,0.063439486744285,4,1,0.0152946059949905,8.29680542048574
18,4,13,g13,0.023071327746467,0.804979262894237,0.18,-0.0169845785344534,5,1,0.0160995852578847,8.2021863344699
19,4,13,g13,0.023071327746467,0.804979262894237,0.165,-0.00668739593565381,6,1,0.0298992297646431,8.21128316157546
20,4,13,g13,0.023071327746467,0.804979262894237,0.156698729810778,0.0123723447217086,7,1,0.0436988742714014,8.23584127655035
21,4,13,g13,0.023071327746467,0.804979262894237,0.16,-0.046257802302983,8,1,0.0574985187781598,8.19431204422164
22,4,13,g13,0.023071327746467,0.804979262894237,0.176698729810778,-0.0410788556740554,9,1,0.0712981632849181,8.22998936516811
23,4,13,g13,0.023071327746467,0.804979262894237,0.205,-0.0215372232532283,10,1,0.0850978077916765,8.29163191228492
24,4,13,g13,0.023071327746467,0.804979262894237,0.24,-0.00831190465431658,11,1,0.0988974522984348,8.35365687539058
25,4,13,g13,0.023071327746467,0.804979262894237,0.275,0.0240959533823,12,1,0.112697096805193,8.43486437793396
26,4,13,g13,0.023071327746467,0.804979262894237,0.303301270189222,0.0513119458162214,13,1,0.11591701385677,8.49360155760868
27,4,13,g13,0.023071327746467,0.804979262894237,0.32,0.0197425545027517,14,1,0.119136930908347,8.48195081315757
28,4,13,g13,0.023071327746467,0.804979262894237,0.323301270189222,-0.00955674443214389,15,1,0.122356847959924,8.45917270146347
29,4,13,g13,0.023071327746467,0.804979262894237,0.315,0.0212006717388372,16,1,0.125576765011501,8.48484876449681
30,4,13,g13,0.023071327746467,0.804979262894237,0.3,-0.00594359313508076,17,1,0.128796682063078,8.44592441667446
31,4,13,g13,0.023071327746467,0.804979262894237,0.285,-0.0128952682752394,18,1,0.132016599114655,8.42719265858588
32,4,13,g13,0.023071327746467,0.804979262894237,0.276698729810778,-0.00929977664204144,19,1,0.135236516166232,8.42570679708144
33,4,13,g13,0.023071327746467,0.804979262894237,0.28,0.00747626274975166,20,1,0.138456433217809,8.44900402371403
34,4,13,g13,0.023071327746467,0.804979262894237,0.296698729810778,-0.0640961855001547,21,1,0.141676350269386,8.39735022232648
35,4,13,g13,0.023071327746467,0.804979262894237,0.325,-0.0258948496896475,22,1,0.144896267320963,8.46707274537778
36,4,13,g13,0.023071327746467,0.804979262894237,0.36,-0.0457843477448998,23,1,0.14811618437254,8.48540316437411
1,5,13,g13,0.912471204611067,1.05387114903085,0.035,-0.0382755692706806,-12,0,0,8.90919563534039
2,5,13,g13,0.912471204611067,1.05387114903085,0.0633012701892219,0.00554366818283215,-11,0,0,8.98131614298312
3,5,13,g13,0.912471204611067,1.05387114903085,0.08,-0.0489592167837231,-10,0,0,8.94351198782734
4,5,13,g13,0.912471204611067,1.05387114903085,0.083301270189222,-0.0103166803740472,-9,0,0,8.98545579442624
5,5,13,g13,0.912471204611067,1.05387114903085,0.075,-0.0129171242404326,-8,0,0,8.97455408037063
6,5,13,g13,0.912471204611067,1.05387114903085,0.06,0.0322151592432444,-7,0,0,9.00468636385431
7,5,13,g13,0.912471204611067,1.05387114903085,0.045,-0.00847068315080379,-6,0,0,8.94900052146026
8,5,13,g13,0.912471204611067,1.05387114903085,0.0366987298107781,-0.0127472113805251,-5,0,0,8.93642272304132
9,5,13,g13,0.912471204611067,1.05387114903085,0.04,0.0750613313988484,-4,0,0,9.02753253600991
10,5,13,g13,0.912471204611067,1.05387114903085,0.0566987298107781,0.0514354642897401,-3,0,0,9.02060539871159
11,5,13,g13,0.912471204611067,1.05387114903085,0.085,-0.00608647110771705,-2,0,0,8.99138473350335
12,5,13,g13,0.912471204611067,1.05387114903085,0.12,-0.0068317845956993,-1,0,0,9.02563942001537
13,5,13,g13,0.912471204611067,1.05387114903085,0.155,-0.0334801571640861,0,1,0.0158080672354628,9.04979911468245
14,5,13,g13,0.912471204611067,1.05387114903085,0.183301270189222,-0.0541772536565341,1,1,0.0168619383844937,9.05845715952825
15,5,13,g13,0.912471204611067,1.05387114903085,0.2,0.00828121912915476,2,1,0.0179158095335245,9.13866823327375
16,5,13,g13,0.912471204611067,1.05387114903085,0.203301270189222,-0.015078408910055,3,1,0.0189696806825554,9.11966374657279
17,5,13,g13,0.912471204611067,1.05387114903085,0.195,-0.0170799566108684,4,1,0.0200235518315862,9.11041479983179
18,5,13,g13,0.912471204611067,1.05387114903085,0.18,-0.0366249747550274,5,1,0.0210774229806171,9.07692365283666
19,5,13,g13,0.912471204611067,1.05387114903085,0.165,-0.0177541252290403,6,1,0.0391437855354317,9.09886086491746
20,5,13,g13,0.912471204611067,1.05387114903085,0.156698729810778,-0.0052816915397547,7,1,0.0572101480902464,9.12109839097234
21,5,13,g13,0.912471204611067,1.05387114903085,0.16,-0.00182312205614712,8,1,0.075276510645061,9.14592459319998
22,5,13,g13,0.912471204611067,1.05387114903085,0.176698729810778,0.0396655821135688,9,1,0.0933428731998757,9.22217838973529
23,5,13,g13,0.912471204611067,1.05387114903085,0.205,-0.0357173147957404,10,1,0.11140923575469,9.19316312557002
24,5,13,g13,0.912471204611067,1.05387114903085,0.24,0.0364738859348099,11,1,0.129475598309505,9.31842068885538
25,5,13,g13,0.912471204611067,1.05387114903085,0.275,0.0272200561560376,12,1,0.14754196086432,9.36223322163143
26,5,13,g13,0.912471204611067,1.05387114903085,0.303301270189222,-0.0396796856687717,13,1,0.151757445460443,9.32785023459196
27,5,13,g13,0.912471204611067,1.05387114903085,0.32,-0.0451254002829014,14,1,0.155972930056566,9.34331873438473
28,5,13,g13,0.912471204611067,1.05387114903085,0.323301270189222,-0.013383762795943,15,1,0.16018841465269,9.38257712665704
29,5,13,g13,0.912471204611067,1.05387114903085,0.315,-3.72342571988635e-05,16,1,0.164403899248813,9.39183786960268
30,5,13,g13,0.912471204611067,1.05387114903085,0.3,0.0192203253385007,17,1,0.168619383844937,9.4003109137945
31,5,13,g13,0.912471204611067,1.05387114903085,0.285,0.0105499760582212,18,1,0.17283486844106,9.38085604911035
32,5,13,g13,0.912471204611067,1.05387114903085,0.276698729810778,0.0508064462178609,19,1,0.177050353037184,9.41702673367689
33,5,13,g13,0.912471204611067,1.05387114903085,0.28,0.0235410744258829,20,1,0.181265837633307,9.39727811667026
34,5,13,g13,0.912471204611067,1.05387114903085,0.296698729810778,-0.00538895004040997,21,1,0.18548132222943,9.38926230661087
35,5,13,g13,0.912471204611067,1.05387114903085,0.325,-0.0264525021506977,22,1,0.189696806825554,9.40071550928592
36,5,13,g13,0.912471204611067,1.05387114903085,0.36,-0.0002240703181558,23,1,0.193912291421677,9.46615942571459
1,6,13,g13,0.173047038114322,1.16935148168281,0.035,-0.0496413578355594,-12,0,0,8.15840568027876
2,6,13,g13,0.173047038114322,1.16935148168281,0.0633012701892219,-0.0391303550853055,-11,0,0,8.19721795321824
3,6,13,g13,0.173047038114322,1.16935148168281,0.08,-0.037627876080503,-10,0,0,8.21541916203382
4,6,13,g13,0.173047038114322,1.16935148168281,0.083301270189222,0.0487952567893428,-9,0,0,8.30514356509289
5,6,13,g13,0.173047038114322,1.16935148168281,0.075,0.0785561015638239,-8,0,0,8.32660313967815
6,6,13,g13,0.173047038114322,1.16935148168281,0.06,0.0510809191674053,-7,0,0,8.28412795728173
7,6,13,g13,0.173047038114322,1.16935148168281,0.045,0.0233044508022391,-6,0,0,8.24135148891656
8,6,13,g13,0.173047038114322,1.16935148168281,0.0366987298107781,-0.0122247670516048,-5,0,0,8.1975210008735
9,6,13,g13,0.173047038114322,1.16935148168281,0.04,0.0396348307297209,-4,0,0,8.25268186884404
10,6,13,g13,0.173047038114322,1.16935148168281,0.0566987298107781,0.0272132263610628,-3,0,0,8.25695899428616
11,6,13,g13,0.173047038114322,1.16935148168281,0.085,-0.0379844909736437,-2,0,0,8.22006254714068
12,6,13,g13,0.173047038114322,1.16935148168281,0.12,-0.00966958317696863,-1,0,0,8.28337745493735
13,6,13,g13,0.173047038114322,1.16935148168281,0.155,-0.0252725499598532,0,1,0.0175402722252421,8.32031476037971
14,6,13,g13,0.173047038114322,1.16935148168281,0.183301270189222,-0.0243497031687272,1,1,0.0187096237069249,8.35070822884174
15,6,13,g13,0.173047038114322,1.16935148168281,0.2,0.025533903384644,2,1,0.0198789751886077,8.41845991668757
16,6,13,g13,0.173047038114322,1.16935148168281,0.203301270189222,-0.000623997802284344,3,1,0.0210483266702905,8.39677263717155
17,6,13,g13,0.173047038114322,1.16935148168281,0.195,0.00256486098741861,4,1,0.0222176781519733,8.39282957725371
18,6,13,g13,0.173047038114322,1.16935148168281,0.18,0.0197234031945158,5,1,0.0233870296336561,8.39615747094249
19,6,13,g13,0.173047038114322,1.16935148168281,0.165,-0.00171405927637011,6,1,0.0434330550339328,8.37976603387189
20,6,13,g13,0.173047038114322,1.16935148168281,0.156698729810778,0.00770781561344542,7,1,0.0634790804342094,8.40093266397276
21,6,13,g13,0.173047038114322,1.16935148168281,0.16,0.0134612463733833,8,1,0.0835251058344861,8.43003339032219
22,6,13,g13,0.173047038114322,1.16935148168281,0.176698729810778,-0.0229485741226143,9,1,0.103571131234763,8.43036832503725
23,6,13,g13,0.173047038114322,1.16935148168281,0.205,-0.0380005190146253,10,1,0.123617156635039,8.46366367573474
24,6,13,g13,0.173047038114322,1.16935148168281,0.24,-0.0216238240621671,11,1,0.143663182035316,8.53508639608747
25,6,13,g13,0.173047038114322,1.16935148168281,0.275,-0.00295581478713459,12,1,0.163709207435593,8.60880043076278
26,6,13,g13,0.173047038114322,1.16935148168281,0.303301270189222,-0.0342299538903943,13,1,0.168386613362324,8.61050496777548
27,6,13,g13,0.173047038114322,1.16935148168281,0.32,-0.0158573942042987,14,1,0.173064019289055,8.65025366319908
28,6,13,g13,0.173047038114322,1.16935148168281,0.323301270189222,0.0332321254827806,15,1,0.177741425215786,8.70732185900211
29,6,13,g13,0.173047038114322,1.16935148168281,0.315,0.016296038991244,16,1,0.182418831142518,8.68676190824808
30,6,13,g13,0.173047038114322,1.16935148168281,0.3,0.00987335353323478,17,1,0.187096237069249,8.67001662871681
31,6,13,g13,0.173047038114322,1.16935148168281,0.285,-0.024318868031404,18,1,0.19177364299598,8.6255018130789
32,6,13,g13,0.173047038114322,1.16935148168281,0.276698729810778,-0.0276358453111755,19,1,0.196451048922711,8.61856097153664
33,6,13,g13,0.173047038114322,1.16935148168281,0.28,-0.0812081326569234,20,1,0.201128454849443,8.57296736030684
34,6,13,g13,0.173047038114322,1.16935148168281,0.296698729810778,-0.0222107930246444,21,1,0.205805860776174,8.65334083567663
35,6,13,g13,0.173047038114322,1.16935148168281,0.325,-0.00513423117421878,22,1,0.210483266702905,8.70339607364301
36,6,13,g13,0.173047038114322,1.16935148168281,0.36,0.0182770547127407,23,1,0.215160672629636,8.7664847654567
1,7,13,g13,0.963261976174206,0.920903177949772,0.035,-0.0597915633564395,-12,0,0,8.93847041281777
2,7,13,g13,0.963261976174206,0.920903177949772,0.0633012701892219,-0.0666208286751354,-11,0,0,8.95994241768829
3,7,13,g13,0.963261976174206,0.920903177949772,0.08,0.043216397664906,-10,0,0,9.08647837383911
4,7,13,g13,0.963261976174206,0.920903177949772,0.083301270189222,-0.0514306130621288,-9,0,0,8.9951326333013
5,7,13,g13,0.963261976174206,0.920903177949772,0.075,-0.0641630349525384,-8,0,0,8.97409894122167
6,7,13,g13,0.963261976174206,0.920903177949772,0.06,-0.00346604009811848,-7,0,0,9.01979593607609
7,7,13,g13,0.963261976174206,0.920903177949772,0.045,0.0111209238883166,-6,0,0,9.01938290006252
8,7,13,g13,0.963261976174206,0.920903177949772,0.0366987298107781,-0.0136259747313412,-5,0,0,8.98633473125364
9,7,13,g13,0.963261976174206,0.920903177949772,0.04,0.0235082579846089,-4,0,0,9.02677023415881
10,7,13,g13,0.963261976174206,0.920903177949772,0.0566987298107781,-0.00780620806713128,-3,0,0,9.01215449791785
11,7,13,g13,0.963261976174206,0.920903177949772,0.085,-0.0461546567244139,-2,0,0,9.00210731944979
12,7,13,g13,0.963261976174206,0.920903177949772,0.12,-0.0365441958430426,-1,0,0,9.04671778033116
13,7,13,g13,0.963261976174206,0.920903177949772,0.155,-0.0151497845118765,0,1,0.0138135476692466,9.11692573933157
14,7,13,g13,0.963261976174206,0.920903177949772,0.183301270189222,-0.00999673229315293,1,1,0.0147344508471964,9.15130096491747
15,7,13,g13,0.963261976174206,0.920903177949772,0.2,0.00181219308877187,2,1,0.0156553540251461,9.18072952328812
16,7,13,g13,0.963261976174206,0.920903177949772,0.203301270189222,-0.00600598574975415,3,1,0.0165762572030959,9.17713351781677
17,7,13,g13,0.963261976174206,0.920903177949772,0.195,0.0249434989916146,4,1,0.0174971603810457,9.20070263554687
18,7,13,g13,0.963261976174206,0.920903177949772,0.18,0.00725079887187846,5,1,0.0184180635589954,9.16893083860508
19,7,13,g13,0.963261976174206,0.920903177949772,0.165,-0.0106009444729735,6,1,0.0342049751809915,9.15186600688222
20,7,13,g13,0.963261976174206,0.920903177949772,0.156698729810778,0.0104407278889455,7,1,0.0499918868029876,9.18039332067691
